Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
DAKT,"Daktronics, Inc.",10.66,16.3%,1.83,16.5,6.1%,5.83,0.748,-1.65,Consumer Durables,Miscellaneous manufacturing industries,2.7%,17.4%,15.1%,30.1%
DARA,"DARA Biosciences, Inc.",0.83,-3525.5%,N/A,N/A,N/A,-3.51,-0.353,0.02,Consumer Durables,Major Pharmaceuticals,-2671.1%,-3244.2%,-2020.0%,-6166.7%
DAIO,Data I/O Corporation,1.58,33.1%,0.31,-0.3,-325.7%,5.05,0.337,1.68,Capital Goods,Electrical Products,25.3%,43.7%,22.5%,41.0%
DTLK,Datalink Corporation,8.28,56.4%,N/A,46.9,2.1%,-5.68,0.378,-9.47,Technology,EDP Services,190.5%,-18.3%,-0.7%,53.9%
DRAM,Dataram Corporation,0.48,-36.4%,N/A,N/A,N/A,-4.34,-0.428,-0.06,Technology,Electronic Components,-19.2%,-26.7%,-47.4%,-52.4%
DWSN,Dawson Geophysical Company,23.24,-1.4%,N/A,N/A,N/A,N/A,N/A,-2.10,Energy,Oil & Gas Production,-8.2%,-3.0%,-9.3%,14.8%
DSTI,"DayStar Technologies, Inc.",1.24,-50.0%,N/A,N/A,N/A,-51.60,-4.700,-4.59,Technology,Semiconductors,-13.8%,-15.5%,-49.9%,-120.8%
TRAK,"DealerTrack Holdings, Inc.",26.40,174.2%,1.38,13.4,7.5%,19.19,2.122,-2.03,Technology,EDP Services,135.2%,141.9%,141.8%,277.8%
DECK,Deckers Outdoor Corporation,42.34,373.6%,0.29,3.0,33.5%,144.45,14.562,-1.17,Consumer Non-Durables,Shoe Manufacturing,129.8%,377.1%,549.3%,438.1%
DEER,"Deer Consumer Products, Inc.",2.26,36.6%,0.31,3.2,31.4%,7.40,0.755,-0.15,Consumer Durables,Home Furnishings,50.8%,66.8%,4.3%,24.5%
DHRM,Dehaier Medical Systems Limited,1.82,-34.8%,N/A,N/A,N/A,-4.15,-0.393,-0.23,Health Care,Medical/Dental Instruments,-62.3%,-118.8%,70.7%,-28.8%
DCTH,"Delcath Systems, Inc.",1.46,-8138.5%,N/A,N/A,N/A,-51.37,-5.165,0.29,Health Care,Medical/Dental Instruments,-1742.6%,-4420.8%,-15173.8%,-11216.7%
DLIA,dELIA*s Inc.,1.18,-30.2%,N/A,N/A,N/A,-10.01,-0.922,-0.78,Consumer Services,Catalog/Specialty Distribution,-6.2%,-27.8%,-64.4%,-22.5%
DELL,Dell Inc.,10.06,88.1%,0.77,8.8,11.4%,13.07,2.507,-11.99,Technology,Computer Manufacturing,122.7%,90.7%,89.7%,49.4%
DGAS,"Delta Natural Gas Company, Inc.",19.91,-0.8%,N/A,N/A,N/A,-18.09,-0.247,-15.63,Public Utilities,Oil & Gas Production,-2.1%,-1.1%,0.4%,-0.4%
DNDN,Dendreon Corporation,4.44,-154.2%,N/A,N/A,N/A,-32.46,-3.175,-0.71,Consumer Durables,Major Pharmaceuticals,-92.4%,-215.4%,-165.2%,-143.9%
DENN,Denny&#39;s Corporation,4.82,-6.0%,N/A,N/A,N/A,-6.61,-0.227,-4.34,Consumer Services,Restaurants,-16.5%,0.2%,-2.2%,-5.5%
XRAY,DENTSPLY International Inc.,39.53,40.8%,3.02,18.1,5.5%,13.10,3.278,-19.69,Health Care,Medical/Dental Instruments,33.0%,40.0%,43.7%,46.5%
DEPO,"Depomed, Inc.",6.02,162.7%,1.87,20.2,4.9%,3.23,0.273,0.49,Consumer Durables,Major Pharmaceuticals,647.7%,-36.6%,11.7%,28.1%
DSCI,"Derma Sciences, Inc.",11.34,-14.5%,N/A,N/A,N/A,-0.18,-0.105,0.87,Health Care,Medical/Dental Instruments,-6.4%,-8.3%,29.4%,-72.9%
DEST,Destination Maternity Corporation,21.90,14.2%,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Services,Clothing/Shoe/Accessory Stores,20.9%,9.2%,9.9%,16.8%
DSWL,"Deswell Industries, Inc.",2.53,-1.9%,4.32,N/A,N/A,0.59,-0.124,1.83,Consumer Non-Durables,Plastic Products,0.7%,-12.6%,3.9%,0.2%
DXCM,"DexCom, Inc.",13.71,-220.0%,N/A,N/A,N/A,-9.07,-1.002,0.95,Health Care,Medical/Dental Instruments,-126.8%,-232.0%,-246.6%,-274.5%
DLLR,DFC Global Corp,17.54,N/A,N/A,N/A,N/A,N/A,N/A,-25.28,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
DLGC,"Dialogic, Inc.",1.50,-18.5%,N/A,N/A,N/A,-19.92,-0.806,-11.86,Technology,EDP Services,-26.9%,-19.9%,51.4%,-78.8%
DMND,"Diamond Foods, Inc.",14.65,27.5%,N/A,17.0,5.9%,-6.82,3.078,-37.60,Consumer Non-Durables,Packaged Foods,28.4%,-1.4%,46.0%,36.8%
DHIL,"Diamond Hill Investment Group, Inc.",80.09,N/A,N/A,N/A,N/A,N/A,N/A,-1.40,Finance,Investment Managers,N/A,N/A,N/A,N/A
FANG,"Diamondback Energy, Inc.",18.10,2.1%,2.51,69.5,1.4%,7.21,0.183,5.38,Energy,Oil & Gas Production,2.1%,N/A,N/A,N/A
DCIX,Diana Containerships Inc.,5.96,3.4%,2.00,26.5,3.8%,2.98,0.181,1.18,Transportation,Marine Transportation,3.4%,N/A,N/A,N/A
DGII,Digi International Inc.,9.52,36.6%,0.97,9.5,10.6%,9.86,0.620,3.66,Technology,Computer Communications Equipment,31.1%,53.7%,33.3%,28.2%
DMRC,Digimarc Corporation,18.61,243.6%,1.30,13.7,7.3%,14.36,1.134,3.02,Technology,EDP Services,309.4%,551.9%,47.1%,65.8%
DRAD,Digirad Corporation,2.05,-2.9%,2.79,N/A,N/A,0.74,-0.036,1.09,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-6.1%,-9.1%,6.3%,-2.6%
DGLY,"Digital Ally, Inc.",4.30,-46.2%,N/A,N/A,N/A,-9.84,-0.897,-0.87,Technology,Radio And Television Broadcasting And Communications Equipment,18.2%,75.5%,-44.4%,-234.2%
DGIT,"Digital Generation, Inc.",10.54,96.6%,0.37,6.1,16.5%,28.23,4.506,-16.83,Miscellaneous,Business Services,94.5%,118.6%,85.5%,87.7%
DRIV,"Digital River, Inc.",14.30,97.2%,0.34,3.2,31.6%,42.57,4.134,1.23,Technology,Retail: Computer Software & Peripheral Equipment,56.4%,34.6%,148.4%,149.2%
DIOD,Diodes Incorporated,14.98,16.9%,0.85,8.5,11.8%,17.69,1.801,-0.32,Technology,Semiconductors,7.3%,30.4%,11.6%,18.1%
DTV,DIRECTV,49.31,36.5%,0.74,8.3,12.1%,66.75,10.045,-33.70,Consumer Services,Telecommunications Equipment,34.2%,39.6%,34.0%,38.3%
DISCA,"Discovery Communications, Inc.",59.95,108.4%,1.83,15.4,6.5%,32.70,5.059,-17.89,Consumer Services,Television Services,134.8%,87.0%,110.4%,101.3%
DISCB,"Discovery Communications, Inc.",59.27,108.4%,1.81,15.3,6.6%,32.70,5.059,-17.89,Consumer Services,Television Services,134.8%,87.0%,110.4%,101.3%
DSCO,"Discovery Laboratories, Inc.",2.24,-255.2%,N/A,N/A,N/A,-6.56,-0.652,-0.04,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-215.3%,-232.8%,-265.1%,-307.7%
DISH,DISH Network Corporation,36.58,38.8%,1.22,11.3,8.9%,30.03,5.184,-21.82,Consumer Services,Television Services,48.6%,38.8%,40.5%,27.3%
DITC,"Ditech Networks, Inc.",1.45,-44.9%,N/A,N/A,N/A,-1.65,-0.234,0.69,Public Utilities,Telecommunications Equipment,-33.8%,-27.1%,-25.8%,-92.8%
DLHC,DLH Holdings Corp.,0.95,-20.1%,N/A,N/A,N/A,-1.80,-0.012,-1.68,Technology,Professional Services,-38.6%,-77.7%,-51.5%,87.3%
DLTR,"Dollar Tree, Inc.",41.34,32.9%,1.47,14.2,7.0%,28.16,3.123,-3.06,Consumer Services,Department/Specialty Retail Stores,40.3%,31.9%,35.7%,23.8%
DMLP,"Dorchester Minerals, L.P.",21.05,8.3%,2.14,22.0,4.5%,9.81,0.937,0.44,Energy,Oil & Gas Production,6.1%,6.1%,2.8%,18.4%
DORM,"Dorman Products, Inc.",34.03,45.6%,2.58,25.5,3.9%,13.19,1.345,-0.26,Capital Goods,Auto Parts:O.E.M.,66.0%,58.2%,44.1%,13.9%
HILL,Dot Hill Systems Corporation,0.85,-41.6%,N/A,N/A,N/A,-1.09,-0.102,-0.07,Technology,Electronic Components,13.4%,-118.5%,54.7%,-115.9%
DOVR,"Dover Saddlery, Inc.",3.35,27.9%,1.54,12.3,8.1%,2.17,0.514,-2.97,Consumer Services,Other Specialty Stores,-11.7%,53.8%,76.6%,-7.2%
DRWI,DragonWave Inc,2.32,-10.6%,7.10,N/A,N/A,0.33,-0.058,0.90,Public Utilities,Telecommunications Equipment,-185.8%,-12.3%,257.8%,-102.1%
DWA,"Dreamworks Animation SKG, Inc.",16.27,42.6%,1.72,14.5,6.9%,9.44,1.503,-5.59,Consumer Services,Movies/Entertainment,15.2%,-89.0%,91.9%,152.4%
DRYS,DryShips Inc.,1.72,2.5%,N/A,23.9,4.2%,-5.40,0.514,-10.54,Transportation,Marine Transportation,-3.5%,-0.1%,-2.9%,16.6%
DSPG,"DSP Group, Inc.",5.94,17.5%,1.47,14.7,6.8%,4.05,0.399,0.07,Technology,Semiconductors,-12.7%,30.3%,16.9%,35.6%
DTSI,"DTS, Inc.",15.35,116.5%,0.48,4.1,24.4%,31.90,2.806,3.84,Miscellaneous,Multi-Sector Companies,74.0%,108.2%,83.1%,200.7%
DNKN,"Dunkin&#39; Brands Group, Inc.",31.65,62.8%,N/A,30.7,3.3%,-3.96,1.718,-21.14,Consumer Services,Restaurants,58.7%,66.8%,N/A,N/A
DRTX,"Durata Therapeutics, Inc.",8.82,N/A,N/A,N/A,N/A,N/A,N/A,3.94,Consumer Durables,Major Pharmaceuticals,N/A,N/A,N/A,N/A
DRRX,Durect Corporation,0.98,-52.3%,N/A,N/A,N/A,-1.55,-0.136,-0.19,Consumer Durables,Major Pharmaceuticals,-82.0%,22.3%,-98.1%,-51.3%
DUSA,"DUSA Pharmaceuticals, Inc.",7.97,8.0%,7.48,220.5,0.5%,1.07,0.033,0.74,Consumer Durables,Major Pharmaceuticals,71.7%,24.9%,-29.1%,-35.6%
DXPE,"DXP Enterprises, Inc.",48.14,117.1%,3.41,20.7,4.8%,14.14,3.168,-17.54,Capital Goods,Industrial Machinery/Components,131.2%,105.4%,108.1%,123.7%
DYAX,Dyax Corp.,3.19,-165.6%,N/A,N/A,N/A,-4.77,-0.425,-0.52,Health Care,Biotechnology: Commercial Physical & Biological Resarch,-181.6%,-171.5%,-225.8%,-83.4%
BOOM,Dynamic Materials Corporation,13.72,38.4%,0.85,8.8,11.3%,16.14,2.074,-4.60,Capital Goods,Industrial Specialties,11.1%,17.4%,48.0%,77.1%
DRCO,Dynamics Research Corporation,5.27,88.9%,0.67,9.0,11.1%,7.89,2.741,-19.53,Technology,EDP Services,116.5%,161.0%,32.1%,46.0%
DYSL,Dynasil Corporation of America,1.34,30.1%,1.08,10.5,9.5%,1.24,0.209,-0.85,Capital Goods,Industrial Machinery/Components,36.8%,44.9%,32.4%,6.4%
DYNT,Dynatronics Corporation,0.42,11.7%,7.53,14.9,6.7%,0.06,0.074,-0.69,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-11.7%,13.7%,33.0%,11.7%
DVAX,Dynavax Technologies Corporation,2.84,-186.4%,N/A,N/A,N/A,-1.70,-0.215,0.45,Consumer Durables,Major Pharmaceuticals,-235.4%,-248.0%,-160.5%,-101.8%
DVOX,DynaVox Inc.,0.29,74.9%,0.07,6.6,15.2%,3.93,1.060,-6.67,Technology,EDP Services,66.7%,82.0%,33.8%,117.2%
EOPN,"E2open, Inc.",13.96,-13.3%,N/A,N/A,N/A,-1.18,-0.089,-0.30,Technology,Computer Software: Prepackaged Software,-13.3%,N/A,N/A,N/A
EGLE,Eagle Bulk Shipping Inc.,2.09,-0.5%,N/A,N/A,N/A,-80.90,-0.692,-73.98,Transportation,Marine Transportation,-6.5%,-1.7%,-0.6%,6.6%
EROC,"Eagle Rock Energy Partners, L.P.",9.00,-1.5%,N/A,N/A,N/A,-9.20,-0.225,-6.95,Energy,Oil & Gas Production,-2.2%,-4.0%,-3.7%,3.8%
ELNK,"EarthLink, Inc.",6.55,37.2%,0.39,5.6,17.8%,16.75,2.333,-6.58,Technology,"Computer Software: Programming, Data Processing",28.1%,54.9%,15.5%,50.4%
EML,Eastern Company (The),14.62,10.2%,3.05,20.9,4.8%,4.80,0.904,-4.24,Capital Goods,Industrial Machinery/Components,-1.7%,14.2%,19.3%,9.1%
EBAY,eBay Inc.,52.04,101.9%,1.45,14.2,7.0%,35.81,3.840,-2.59,Miscellaneous,Business Services,89.8%,81.8%,110.8%,125.1%
EBIX,Ebix Inc,16.58,426.8%,0.84,8.5,11.7%,19.80,2.167,-1.87,Technology,EDP Services,455.4%,389.3%,441.6%,421.0%
ELON,Echelon Corporation,2.80,-16.3%,N/A,N/A,N/A,-2.84,-0.275,-0.09,Technology,Computer Communications Equipment,-9.9%,-22.3%,-18.5%,-14.5%
ECHO,"Echo Global Logistics, Inc.",17.39,36.0%,5.50,40.7,2.5%,3.16,0.464,-1.48,Transportation,Oil Refining/Marketing,88.3%,72.2%,-64.0%,47.5%
ECTE,"Echo Therapeutics, Inc.",1.19,-357.8%,N/A,N/A,N/A,-1.20,-0.129,0.09,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-579.6%,-312.0%,-204.1%,-335.5%
SATS,EchoStar Corporation,32.53,2.3%,N/A,45.7,2.2%,-8.94,1.161,-20.55,Technology,Radio And Television Broadcasting And Communications Equipment,5.5%,7.2%,-0.2%,-3.3%
EEI,"Ecology and Environment, Inc.",10.70,12.8%,3.94,17.6,5.7%,2.72,1.047,-7.75,Consumer Services,Military/Government/Technical,-7.0%,9.0%,13.0%,36.2%
ECTY,"Ecotality, Inc.",0.37,-116.2%,N/A,N/A,N/A,-12.32,-1.158,-0.74,Consumer Durables,Metal Fabrications,-161.3%,-184.3%,-80.2%,-38.8%
EDAC,Edac Technologies Corporation,13.08,0.0%,N/A,6643.2,0.0%,-6.80,0.003,-6.83,Capital Goods,Aerospace,5.5%,-10.2%,13.0%,-8.2%
EDAP,EDAP TMS S.A.,1.69,-37.1%,N/A,N/A,N/A,-4.06,-0.287,-1.19,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-13.2%,-34.1%,-43.6%,-57.5%
EDGW,"Edgewater Technology, Inc.",3.60,125.8%,0.61,6.5,15.3%,5.94,0.678,-0.84,Technology,"Computer Software: Programming, Data Processing",97.2%,330.4%,-28.3%,104.0%
EDMC,Education Management Corporation,3.96,28.2%,0.30,6.7,14.9%,13.26,2.839,-15.13,Consumer Services,Other Consumer Services,-12.1%,43.1%,38.1%,43.7%
EDUC,Educational Development Corporation,4.05,55.0%,0.70,7.4,13.6%,5.78,0.656,-0.79,Consumer Durables,Consumer Specialties,25.4%,66.3%,23.7%,104.6%
EVAC,Edwards Group Limited,6.74,35.2%,1.20,10.1,9.9%,5.61,8.849,-82.88,Capital Goods,Fluid Controls,35.2%,N/A,N/A,N/A
EFUT,eFuture Information Technology Inc.,4.25,170.5%,0.81,8.6,11.7%,5.23,0.675,-1.52,Technology,EDP Services,-88.1%,190.2%,128.3%,451.6%
EGAN,eGain Communications Corporation,4.28,122.8%,2.52,21.3,4.7%,1.70,0.227,-0.57,Technology,Computer Software: Prepackaged Software,37.8%,275.9%,74.0%,103.4%
EHTH,"eHealth, Inc.",25.83,370.7%,0.85,8.2,12.3%,30.54,2.554,5.00,Finance,Specialty Insurers,205.5%,323.4%,425.2%,528.6%
BAGL,"Einstein Noah Restaurant Group, Inc.",16.09,6.5%,6.53,25.5,3.9%,2.46,0.879,-6.33,Consumer Services,Restaurants,12.1%,16.9%,-20.5%,17.4%
ESYS,Elecsys Corporation,3.01,6.3%,N/A,32.8,3.0%,-0.21,0.141,-1.62,Capital Goods,Industrial Machinery/Components,13.3%,17.8%,-7.5%,1.9%
ELRC,Electro Rent Corporation,15.73,7.9%,1.24,11.9,8.4%,12.65,1.587,-3.21,Technology,Diversified Commercial Services,9.9%,11.6%,1.6%,8.2%
ESIO,"Electro Scientific Industries, Inc.",10.53,2.1%,1.80,60.0,1.7%,5.84,0.094,4.90,Energy,Industrial Machinery/Components,-0.2%,30.8%,-15.9%,-6.4%
EA,Electronic Arts Inc.,14.53,11.0%,23.09,41.5,2.4%,0.63,0.441,-3.78,Technology,Computer Software: Prepackaged Software,9.4%,19.2%,1.9%,13.6%
EFII,"Electronics for Imaging, Inc.",18.84,21.3%,3.46,39.7,2.5%,5.45,0.450,0.95,Technology,Computer Communications Equipment,71.0%,28.6%,-11.5%,-2.9%
ELSE,"Electro-Sensors, Inc.",3.82,17.1%,1.15,14.0,7.1%,3.32,0.123,2.10,Capital Goods,Industrial Machinery/Components,10.5%,21.3%,21.1%,15.4%
RDEN,"Elizabeth Arden, Inc.",47.32,41.6%,4.48,23.0,4.3%,10.56,2.829,-17.73,Consumer Non-Durables,Package Goods/Cosmetics,27.6%,52.0%,72.4%,14.4%
LONG,"eLong, Inc.",15.28,47.3%,0.47,-8.7,-11.6%,32.84,0.941,23.43,Consumer Services,Transportation Services,79.3%,73.6%,60.5%,-24.4%
ELOQ,"Eloqua, Inc.",18.03,-23.2%,N/A,N/A,N/A,N/A,-0.074,N/A,Technology,Computer Software: Prepackaged Software,28.1%,-74.4%,N/A,N/A
ELTK,Eltek Ltd.,1.21,-6.5%,N/A,N/A,N/A,-6.97,-0.436,-2.60,Technology,Electrical Products,-4.7%,-6.5%,-7.6%,-7.1%
EMKR,EMCORE Corporation,4.67,-23.0%,N/A,N/A,N/A,-15.66,-1.351,-2.15,Technology,Semiconductors,-14.3%,-7.6%,-28.1%,-41.8%
EMMS,Emmis Communications Corporation,1.82,-19.2%,N/A,N/A,N/A,-16.76,-0.631,-10.44,Consumer Services,Broadcasting,-25.4%,7.0%,-19.4%,-39.0%
NYNY,"Empire Resorts, Inc.",1.86,-21.6%,N/A,N/A,N/A,-3.15,-0.262,-0.53,Consumer Services,Restaurants,-0.7%,-22.7%,-23.1%,-40.1%
ECPG,Encore Capital Group Inc,26.66,N/A,N/A,N/A,N/A,N/A,N/A,-17.85,Finance,Finance Companies,N/A,N/A,N/A,N/A
WIRE,Encore Wire Corporation,30.67,18.2%,1.05,10.6,9.4%,29.08,2.647,2.61,Capital Goods,Metal Fabrications,8.3%,-6.4%,2.0%,68.8%
ENDP,Endo Health Solutions Inc.,28.66,491.6%,0.21,4.0,25.2%,135.17,17.641,-41.24,Consumer Durables,Major Pharmaceuticals,276.2%,591.4%,461.0%,637.7%
ECYT,"Endocyte, Inc.",9.53,-786.7%,N/A,N/A,N/A,-3.86,-0.692,3.06,Consumer Durables,Major Pharmaceuticals,-1099.3%,-706.9%,-553.9%,N/A
ELGX,"Endologix, Inc.",14.49,-146.8%,N/A,N/A,N/A,-3.16,-0.262,-0.54,Health Care,Medical/Dental Instruments,-280.1%,-266.8%,62.9%,-103.3%
ERII,"Energy Recovery, Inc.",3.26,131.1%,0.52,4.8,20.8%,6.30,0.587,0.43,Technology,Industrial Machinery/Components,-35.6%,-9.6%,381.8%,187.7%
ENOC,"EnerNOC, Inc.",11.26,13.5%,3.30,29.0,3.4%,3.41,0.412,-0.71,Technology,"Computer Software: Programming, Data Processing",31.5%,75.5%,11.4%,-64.2%
ENG,ENGlobal Corporation,0.51,46.2%,0.50,8.1,12.4%,1.01,0.262,-1.61,Consumer Services,Military/Government/Technical,19.5%,-80.0%,126.6%,118.6%
ENPH,"Enphase Energy, Inc.",2.98,-187.9%,N/A,N/A,N/A,-10.65,-1.111,0.46,Technology,Semiconductors,-14.2%,-361.6%,N/A,N/A
ENTG,"Entegris, Inc.",9.00,19.9%,1.39,14.7,6.8%,6.47,0.533,1.14,Consumer Non-Durables,Plastic Products,36.6%,37.1%,-9.7%,15.4%
ETRM,EnteroMedics Inc.,3.05,-1070.5%,N/A,N/A,N/A,-6.01,-0.642,0.41,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-870.8%,-627.5%,-1184.2%,-1599.7%
ENMD,"EntreMed, Inc.",1.44,-170.9%,N/A,N/A,N/A,-1.79,-0.032,-1.47,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-77.8%,-88.5%,-171.8%,-345.3%
ENTR,"Entropic Communications, Inc.",5.20,69.5%,1.63,19.3,5.2%,3.19,0.216,1.03,Technology,Semiconductors,289.6%,-2.5%,-3.2%,-5.9%
ENVI,"Envivio, Inc.",1.69,57.2%,0.45,-1.6,-61.4%,3.79,0.181,1.98,Technology,Radio And Television Broadcasting And Communications Equipment,41.1%,73.3%,N/A,N/A
ENZN,"Enzon Pharmaceuticals, Inc.",6.91,4.0%,7.83,127.7,0.8%,0.88,0.051,0.37,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-30.9%,15.6%,3.7%,27.4%
EONC,eOn Communications Corporation,0.80,48.4%,N/A,17.9,5.6%,-0.36,0.148,-1.84,Public Utilities,Telecommunications Equipment,89.0%,-62.2%,121.9%,44.9%
EPIQ,"EPIQ Systems, Inc.",12.16,60.0%,1.27,11.3,8.8%,9.58,1.913,-9.55,Technology,EDP Services,50.4%,45.7%,76.8%,67.2%
PLUS,ePlus inc.,39.36,-21.4%,N/A,N/A,N/A,-38.54,-1.633,-22.21,Technology,Retail: Computer Software & Peripheral Equipment,-18.7%,0.5%,-46.2%,N/A
EPHC,Epoch Holding Corporation,21.42,N/A,N/A,N/A,N/A,N/A,N/A,0.55,Finance,Investment Managers,N/A,N/A,N/A,N/A
EPOC,"Epocrates, Inc.",9.44,35.8%,2.30,25.4,3.9%,4.11,0.347,0.64,Technology,EDP Services,19.8%,28.5%,59.0%,N/A
EQIX,"Equinix, Inc.",184.72,5.4%,N/A,47.4,2.1%,-5.87,5.094,-56.82,Public Utilities,Telecommunications Equipment,7.1%,5.7%,8.9%,0.1%
ESCA,"Escalade, Incorporated",5.38,4.3%,N/A,60.7,1.6%,-1.47,0.135,-2.81,Consumer Non-Durables,Recreational Products/Toys,-0.6%,12.0%,23.8%,-18.0%
ESMC,Escalon Medical Corp.,0.96,-47.8%,N/A,N/A,N/A,-2.24,-0.115,-1.09,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-34.0%,-65.0%,-25.4%,-66.8%
CLWT,Euro Tech Holdings Company Limited,3.83,-7.0%,N/A,N/A,N/A,-1.15,-0.097,-0.18,Consumer Durables,Diversified Electronic Products,-43.5%,-11.5%,9.0%,18.2%
EEFT,"Euronet Worldwide, Inc.",22.22,39.4%,3.12,17.0,5.9%,7.12,2.159,-14.47,Finance,Investment Bankers/Brokers/Service,38.1%,42.4%,46.7%,30.2%
ESEA,Euroseas Ltd.,1.02,-0.1%,N/A,N/A,N/A,-1.26,-0.010,-1.15,Transportation,Marine Transportation,-4.7%,-5.9%,-7.2%,17.2%
EVEP,"EV Energy Partners, L.P.",59.34,3.8%,N/A,45.0,2.2%,-4.65,1.830,-22.95,Energy,Oil & Gas Production,1.1%,3.7%,3.1%,7.4%
EVOL,"Evolving Systems, Inc.",6.57,11.2%,7.66,123.1,0.8%,0.86,0.051,0.35,Technology,EDP Services,10.3%,18.0%,5.5%,11.1%
EXA,Exa Corporation,11.91,-2.8%,N/A,N/A,N/A,-6.23,-0.030,-5.93,Technology,Computer Software: Prepackaged Software,-26.9%,21.4%,N/A,N/A
EXAS,EXACT Sciences Corporation,9.71,-2839.5%,N/A,N/A,N/A,-13.68,-1.493,1.25,Health Care,Biotechnology: Commercial Physical & Biological Resarch,-2253.9%,-2205.1%,-6769.4%,-129.6%
EXAC,"Exactech, Inc.",16.20,14.1%,1.98,15.7,6.4%,8.20,1.414,-5.95,Health Care,Industrial Specialties,12.0%,5.8%,30.5%,8.1%
EXAR,Exar Corporation,8.42,-9.6%,9.08,N/A,N/A,0.93,-0.230,3.22,Technology,Semiconductors,-11.9%,-12.3%,-7.0%,-7.3%
EDS,Exceed Company Ltd.,1.44,N/A,N/A,N/A,N/A,N/A,N/A,4.54,Finance,Business Services,N/A,N/A,N/A,N/A
EXEL,"Exelixis, Inc.",4.56,-77.5%,N/A,N/A,N/A,-3.12,-0.253,-0.59,Health Care,Biotechnology: Commercial Physical & Biological Resarch,-184.2%,-85.4%,-22.2%,-18.3%
EXFO,EXFO Inc,4.51,27.3%,0.49,4.6,21.8%,9.27,0.880,0.47,Capital Goods,Electrical Products,30.3%,40.2%,2.1%,36.5%
XIDE,Exide Technologies,2.93,-2.1%,N/A,N/A,N/A,-23.98,-0.333,-20.65,Energy,Industrial Machinery/Components,-7.1%,-3.8%,-1.9%,4.4%
EXLS,"ExlService Holdings, Inc.",27.37,61.9%,1.47,14.7,6.8%,18.59,1.883,-0.24,Miscellaneous,Business Services,71.6%,60.3%,65.4%,50.2%
EXPE,"Expedia, Inc.",60.78,124.8%,1.02,10.1,9.9%,59.65,8.073,-21.08,Consumer Services,Transportation Services,133.7%,109.2%,143.6%,112.6%
EXPD,"Expeditors International of Washington, Inc.",37.04,71.3%,1.21,12.3,8.2%,30.60,2.850,2.10,Transportation,Oil Refining/Marketing,80.9%,71.0%,58.4%,75.0%
EXPO,"Exponent, Inc.",52.91,60.6%,1.34,13.6,7.4%,39.52,3.743,2.09,Consumer Services,Professional Services,77.6%,62.4%,42.7%,59.7%
ESRX,Express Scripts Holding Company,53.51,361.9%,1.74,15.7,6.4%,30.68,3.986,-9.18,Health Care,Medical/Nursing Services,358.6%,377.6%,403.9%,307.6%
EXLP,"Exterran Partners, L.P.",22.47,-1.2%,N/A,N/A,N/A,-16.78,-0.336,-13.42,Public Utilities,Natural Gas Distribution,-1.5%,-4.2%,-0.0%,1.1%
EXTR,"Extreme Networks, Inc.",3.62,-0.4%,N/A,N/A,N/A,-0.32,-0.004,-0.28,Technology,Computer Communications Equipment,3.2%,3.4%,-3.4%,-4.9%
EZCH,EZchip Semiconductor Limited,37.39,378.8%,3.35,46.6,2.1%,11.15,0.716,3.99,Technology,Computer Communications Equipment,482.8%,764.3%,121.7%,146.2%
EZPW,"EZCORP, Inc.",19.09,99.0%,0.43,4.9,20.5%,44.74,5.019,-5.45,Consumer Services,Other Specialty Stores,99.5%,112.0%,107.3%,77.3%
FFIV,"F5 Networks, Inc.",93.94,405.7%,1.21,12.1,8.3%,77.53,7.816,-0.63,Technology,Computer Communications Equipment,490.0%,496.8%,392.0%,244.1%
FB,"Facebook, Inc.",27.04,263.7%,0.97,9.6,10.4%,28.01,2.343,4.58,Technology,"Computer Software: Programming, Data Processing",263.7%,N/A,N/A,N/A
FRP,"FairPoint Communications, Inc.",7.37,-7.3%,N/A,N/A,N/A,-132.11,-5.398,-78.13,Public Utilities,Telecommunications Equipment,-5.0%,-7.0%,-8.8%,-8.4%
FALC,"FalconStor Software, Inc.",2.40,37.9%,1.61,15.1,6.6%,1.49,0.177,-0.28,Technology,Computer Software: Prepackaged Software,7.2%,53.4%,10.6%,80.5%
DAVE,"Famous Dave&#39;s of America, Inc.",9.00,5.3%,3.15,17.7,5.7%,2.86,0.800,-5.14,Consumer Services,Restaurants,3.5%,8.3%,7.5%,2.0%
